time,open,high,low,close
1695303000,23.32,26.54,23.21,23.25
1695389400,24.59,25.37,22.31,22.31
1695648600,19.42,24.01,19.42,23.34
1695735000,22.18,22.18,17.25,17.27
1695821400,20,23.17,19.29,21.58
1695907800,23.41,30.54,23.41,27.59
1695994200,32.7,33.54,25.02,26.4
1696253400,24.35,24.35,19.53,21.57
1696339800,16.09,16.44,14.11,14.82
1696426200,14.98,19.14,14.04,18.59
1696512600,18.4,22.9,17.66,21.78
1696599000,19.55,32.46,19.44,29.2
1696858200,26.89,35.96,26.88,33.98
1696944600,39.73,48.79,39.73,43.3
1697031000,51.48,51.48,39.77,44.42
1697117400,40.38,40.38,29.88,34.31
1697203800,37.96,37.96,29.57,30.19
1697463000,36.68,45.1,36.68,43.39
1697549400,49.2,59.47,49.2,53.63
1697635800,44.42,44.53,36.39,36.41
1697722200,35.78,38.81,28.18,28.24
1697808600,27.38,27.38,21.58,21.6
1698067800,17.34,24.2,17.34,18.42
1698154200,23.67,26.95,22.01,24.13
1698240600,21.54,23.77,20.01,20.01
1698327000,22.05,26.15,21.12,24.17
1698413400,22.78,22.84,18.12,18.72
1698672600,24.9,25.94,20.59,25.38
1698759000,26.14,30.78,25.48,30.78
1698845400,28.03,35.27,28.03,35.13
1698931800,47.66,55.33,47.5,55.32
1699018200,70.72,72.91,69.39,70.26
1699281000,69.3,69.3,63.69,64.49
1699367400,61.88,65.94,61.88,63.52
1699453800,65.25,65.52,58.05,59.68
1699540200,62.18,62.18,51.38,51.85
1699626600,53.57,57.41,50.27,56.83
1699885800,54.17,58.58,53.57,56.97
1699972200,73.36,76.39,73.36,75.98
1700058600,80.15,82.07,77.89,77.89
1700145000,76.9,76.9,72.13,72.51
1700231400,76.04,76.86,74.94,76.52
1700490600,78.38,79.14,77.94,78.12
1700577000,75.63,75.94,73.8,73.8
1700663400,77.31,77.31,74.77,75.91
1700836200,77.84,80.01,77.84,79.28
1701095400,73.88,76.25,73.69,73.69
1701181800,69.67,74.34,69.67,70.66
1701268200,76.42,76.42,71.44,71.55
1701354600,69.51,72.53,68.74,69.85
1701441000,69.18,81.6,69.18,81.6
1701700200,82.46,82.46,80.4,82.15
1701786600,78.57,78.84,74.76,74.76
1701873000,77.87,79.42,72.42,72.47
1701959400,70.95,73.92,70.95,73.7
1702045800,70.95,75.41,70.95,74.29
1702305000,72.09,72.09,70.17,71.93
1702391400,66.35,69.19,66.03,67.4
1702477800,66.2,78.76,64.49,78.76
1702564200,84.36,84.36,80.47,81.83
1702650600,80.64,80.72,76.44,77.27
1702909800,79.25,79.77,77.41,77.41
1702996200,81.31,83.28,81.15,83.18
1703082600,81.88,83.39,75.05,75.32
1703169000,79.26,80.88,77.11,80.7
1703255400,83.77,83.77,81.13,82.07
1703601000,82.76,84.92,82.24,84.06
1703687400,84.57,84.85,83.11,83.6
1703773800,83.84,84.68,83.35,83.35
1703860200,82.9,82.9,77.84,78.45
1704205800,76.02,77.69,69.77,72.25
1704292200,59.42,60.39,49.97,50.24
1704378600,49.93,53.41,46.82,46.96
1704465000,50.01,51.59,44.21,44.5
1704724200,39.4,53.94,39.4,53.94
1704810600,41.57,45.76,41.57,44.24
1704897000,42.82,44.63,39.88,43.49
1704983400,37.36,37.36,31.78,37.15
1705069800,43.71,43.71,36.11,37.55
1705415400,30.42,32.54,28.78,30.93
1705501800,24.24,27.01,23.88,26.07
1705588200,26.41,29.33,24.2,29.08
1705674600,27.99,35.17,26.46,35.12
1705933800,41.2,46.5,41.2,46.29
1706020200,52.32,52.32,43.94,44.54
1706106600,50.1,50.7,41.94,42.09
1706193000,52.12,52.12,45.64,51.97
1706279400,58.95,58.95,53.29,54.27
1706538600,52.93,64.7,52.93,64.68
1706625000,60.59,62.95,58.29,58.77
1706711400,58.06,60.84,40.68,40.68
1706797800,47.69,51.73,39.42,51.7
1706884200,41.26,48.84,41.26,46.17
1707143400,37.81,39.32,34.19,37.49
1707229800,42.51,46.16,42.51,46.16
1707316200,42.67,46.24,42.67,44.18
1707402600,44.37,50.75,44.37,50.23
1707489000,51.87,56.13,50.64,56.13
1707748200,62.13,67.26,62.13,64.57
1707834600,44.91,49.06,37.4,40.52
1707921000,47.52,53.25,46.43,52.63
1708007400,59.79,65.76,57.33,65.44
1708093800,60.16,64.23,58.75,58.75
1708439400,53.33,55.83,51.74,51.89
1708525800,51.47,51.47,46.58,49.96
1708612200,52.09,52.88,49.47,51.92
1708698600,51.91,56.07,51.49,52.77
1708957800,54.65,56.86,52.2,54.16
1709044200,59.65,59.66,58.15,58.73
1709130600,56.36,58.98,54.6,54.7
1709217000,63.66,63.66,56.43,58.53
1709303400,55.19,61.44,55.19,60.41
1709562600,62.2,63.14,58.05,58.79
1709649000,57.09,57.17,52.24,52.96
1709735400,56.41,58.19,55.94,56.71
1709821800,62.28,62.28,59.83,60.28
1709908200,67.36,67.36,58.73,59.8
1710163800,59.54,59.54,56.15,57.44
1710250200,55.63,58.11,54.05,56.26
1710336600,60.19,60.53,54.27,55.61
1710423000,52.65,52.65,40.32,43.01
1710509400,44.97,46.25,43.71,46.21
1710768600,45.2,47.7,43.37,43.37
1710855000,44.5,48.88,44.5,47.43
1710941400,47.33,61.75,46.74,61.64
1711027800,67.29,67.93,64.35,65.28
1711114200,64.85,64.85,55.7,56.05
1711373400,60.74,60.74,53.82,53.82
1711459800,57.19,57.19,50.28,50.33
1711546200,57.61,66.02,57.61,65.98
1711632600,69.7,72.05,69.04,69.5
1711978200,67.92,67.92,61.97,62.47
1712064600,51.12,51.25,45.94,48.45
1712151000,46.2,51.79,46.2,50.01
1712237400,59.93,59.93,42.46,43.82
1712323800,43.47,48.51,41.6,46.05
1712583000,49.36,54.66,49.36,51.49
1712669400,56.49,56.49,51.03,55.86
1712755800,35.07,38.83,31.97,34.77
1712842200,36.47,38.88,30.97,37.03
1712928600,33.73,33.73,21.68,23.25
1713187800,26.71,26.71,15.58,16.19
1713274200,12.4,16.12,12.29,15.06
1713360600,16.8,17.38,13.06,13.34
1713447000,13.06,17.34,13.06,14.51
1713533400,16.11,20.84,16.11,20.83
1713792600,20.02,30,20.02,26.38
1713879000,34.53,39.73,34.53,37.66
1713965400,38.56,38.56,33.28,36.88
1714051800,28.23,35.5,28.23,34.33
1714138200,43.35,44.4,41.3,42.53
1714397400,48.71,50.45,46.86,48.29
1714483800,44.29,44.29,35.68,35.68
1714570200,39.76,53.04,38.81,42.1
1714656600,48.05,54.59,45.59,53.58
1714743000,66.67,66.67,59.97,60.72
1715002200,68.67,69.37,67.6,67.88
1715088600,70.65,71.94,68.34,68.34
1715175000,66.05,66.99,65.43,66.96
1715261400,67.69,72.05,67.69,71.98
1715347800,72.52,72.52,66.53,67.54
1715607000,71.62,73.41,67.8,67.84
1715693400,71.29,71.31,68.85,71.15
1715779800,74.55,74.55,71.67,72.56
1715866200,70.87,71.6,70.03,70.16
1715952600,69.69,70.47,68.78,69.09
1716211800,68.04,69.77,66.96,66.97
1716298200,65.97,65.97,63.4,64.1
1716384600,62.37,63.05,56.24,58.07
1716471000,53.58,53.58,40.74,42.11
1716557400,45.78,46.99,45.27,46.99
1716903000,47.88,47.88,41.43,43.09
1716989400,33.71,34.77,32.37,32.39
1717075800,34.16,39.06,34.16,37.5
1717162200,42.37,44.03,36.73,43.97
1717421400,43.56,44.12,36.31,40.61
1717507800,35.35,36.64,32.45,33.09
1717594200,32.74,39.09,32.74,39.08
1717680600,38.55,39.42,35.11,36.23
1717767000,32.21,34.66,30.16,30.25
1718026200,26.79,32.24,26.79,31.47
1718112600,26.27,30.15,25.92,30.15
1718199000,47.46,47.98,37.11,38.59
1718285400,36.89,36.89,30.19,33.19
1718371800,25.63,26.48,24.83,26.09
1718631000,24.88,30.26,24.11,30.26
1718717400,33.06,34.58,30.8,31.6
1718890200,32.56,35.16,32.31,33.41
1718976600,32.46,35.06,32.46,35.06
1719235800,39.69,47.02,39.69,42.65
1719322200,40.26,40.26,35.24,36.16
1719408600,32.06,37.39,31.65,36.81
1719495000,39.36,42.67,38.1,42.67
1719581400,49.28,49.28,43.25,47.59
1719840600,51.68,51.68,40.71,41.34
1719927000,44,45.71,42.52,44.97
1720013400,48.47,51.75,48.24,48.42
1720186200,45.16,45.16,42.74,44.95
1720445400,51.56,52.85,48.16,50.33
1720531800,48.2,51.65,45.24,47.54
1720618200,50.86,56.28,49.9,56.06
1720704600,68.08,74.99,68.08,74.79
1720791000,80.2,82.23,79.91,80.86
1721050200,82.15,83.65,80.84,80.88
1721136600,84.5,87.04,84.5,86.96
1721223000,87,87,83.38,83.64
1721309400,83.99,84.86,75.75,76.01
1721395800,74.99,74.99,71.43,71.69
1721655000,74.37,77.13,70.88,77.13
1721741400,74.98,76.92,74.98,75.98
1721827800,70.97,72.23,64.26,64.26
1721914200,64.94,71.37,64.94,66.77
1722000600,71.39,72.01,69.13,71.81
1722259800,72.48,72.48,67.17,67.57
1722346200,68.21,68.21,63.81,65.15
1722432600,66.27,72.51,65.25,67.38
1722519000,66.78,66.78,46.92,50.49
1722605400,28.24,32,26.48,30.98
1722864600,14.04,19.33,14.04,16.53
1722951000,18.59,23.92,18.59,20.66
1723037400,24.39,24.67,17.65,17.69
1723123800,22.82,26.88,22.82,26.8
1723210200,25.95,28.11,25.21,27.8
1723469400,26.31,26.48,24.65,25.07
1723555800,29.05,32.52,28.31,32.48
1723642200,35.5,35.5,32.83,34.12
1723728600,45.41,48.61,42.22,46.94
1723815000,48.43,50.88,47.42,50.16
1724074200,57.39,59.71,56.66,59.71
1724160600,60.25,60.25,52.09,52.77
1724247000,58.56,63.09,57.06,63.09
1724333400,66.64,66.64,58.47,58.54
1724419800,67.3,77.89,67.3,76.66
1724679000,81.13,81.6,78.1,78.1
1724765400,77.44,78.39,75.07,76.02
1724851800,76.63,77.23,70.52,73.3
1724938200,76.81,81,76.81,77.87
1725024600,80.32,80.32,74.16,79.04
1725370200,70.12,70.12,56.4,57.45
1725456600,53.31,60.57,52.49,54.11
1725543000,50.48,52.6,46.23,48.12
1725629400,38.49,38.49,32.59,32.91
1725888600,34.19,40.94,34.19,36.22
1725975000,33.5,36.71,29.41,36.3
1726061400,28.84,35.89,24.24,35.77
1726147800,37.82,43.66,34.28,42.33
1726234200,50.72,58.48,50.72,58.41
1726493400,61.77,62.23,58.02,61.5
1726579800,67.59,70.78,64.57,65.25
1726666200,66.81,74.41,62.46,62.65
1726752600,73.03,75.76,72.36,73.49
1726839000,69.96,69.96,65.46,65.54
1727098200,68.64,68.64,63.15,63.97
1727184600,68.14,68.14,64.42,64.69
1727271000,63.91,63.91,56.45,56.45
1727357400,64.78,64.78,61.86,62.44
1727443800,68.71,71.34,65.07,66.72
1727703000,64.14,68.5,61.42,68.27
1727789400,61.8,61.8,54.2,56.3
1727875800,53.95,56.96,53.53,54
1727962200,48.47,49.81,45.75,47.49
1728048600,55.01,56.14,50.13,56.14
1728307800,49.28,49.74,43.47,46.51
1728394200,43.44,45.32,41.56,43.57
1728480600,43.15,49.05,42.66,44.98
1728567000,37.62,41.67,37.62,41.66
1728653400,48.21,56.35,48.21,56.3
1728912600,53.04,59.51,53.04,58.67
1728999000,57.9,64.27,57.83,57.83
1729085400,63.53,68.3,63.53,68.18
1729171800,67.8,67.8,64.17,66.6
1729258200,68.05,68.05,65.3,67.63
1729517400,66.5,66.75,54.83,54.89
1729603800,51.62,52.97,49.47,52.74
1729690200,50.35,50.44,41.11,46.36
1729776600,48.19,48.51,43.45,47.02
1729863000,50.57,53.08,42.89,42.89
1730122200,50.7,56.24,50.7,53.85
1730208600,48.53,52.14,48.53,51.5
1730295000,50.88,57.06,49.57,49.57
1730381400,47.42,47.42,37.06,37.11
1730467800,42.55,45.31,38.32,39.33
1730730600,36.59,43.95,36.59,40.05
1730817000,44.47,52.8,44.47,52.7
1730903400,67.9,67.9,64.19,67.52
1730989800,69.99,70.49,67.49,67.5
1731076200,65,66.21,64.42,65.64
1731335400,68.3,68.3,66.41,66.97
1731421800,65.64,65.64,60.95,61.47
1731508200,63.13,63.13,58.49,58.49
1731594600,59.1,59.1,54.69,55.01
1731681000,54.3,54.3,49.44,49.83
1731940200,50.87,52.15,49.46,50.14
1732026600,46.45,51.35,45.74,51.3
1732113000,48.97,51.41,47.66,51.41
1732199400,52.39,58.98,52.39,58.63
1732285800,63.35,65.81,63.17,65.43
1732545000,72.31,74.09,71.48,71.48
1732631400,67.09,67.09,67.09,67.09
1732717800,72.47,72.47,69.91,70.03
1732890600,73.36,73.37,72.09,72.09
1733149800,68.23,72.85,67.59,71.76
1733236200,68.78,68.78,61.78,62.55
1733322600,61.06,61.35,56.76,61.19
1733409000,60.76,61.54,53.55,53.56
1733495400,58.07,58.07,51.56,53.62
1733754600,60.64,60.89,52.79,52.79
1733841000,47.94,55.17,47.04,49.96
1733927400,54.05,56.33,50.16,52.51
1734013800,50.9,51.53,44.19,44.2
1734100200,41.11,41.11,35.3,38.65
1734359400,36.64,41.22,36.64,38.39
1734445800,36.73,36.73,30.85,32.22
1734532200,32.96,33.5,15.24,15.24
1734618600,17.11,17.11,14.37,15.15
1734705000,14.42,19.8,14.42,18.75
1734964200,17.9,19.43,16.18,19.41
1735050600,19.64,24.82,19.63,24.8
1735223400,27.24,29.25,27.24,29.2
1735309800,26.59,26.59,20.93,24.31
1735569000,18.84,23.48,17.62,22.03
1735655400,24.28,27.14,22.12,23.8
1735828200,28.59,32.97,26.04,29.32
1735914600,34.17,38.57,31.97,38.32
1736173800,43.97,47.36,40.15,40.24
1736260200,46.89,46.89,35.66,38.11
1736346600,33.23,36.1,29.99,35.83
1736519400,29.08,29.65,25.57,26.82
1736778600,22.76,28.35,22.76,28.28
1736865000,35.28,37.32,30.66,36.78
1736951400,53.71,54.33,48.1,51.57
1737037800,55.58,57.18,53.01,56.29
1737124200,64.42,64.42,60.32,62.2
1737469800,67.09,70.43,66.86,69.35
1737556200,67.46,67.83,62.94,62.94
1737642600,61.95,65.55,60.76,65.48
1737729000,66.46,69.11,64.46,66.41
1737988200,65.24,68.69,61.65,63.89
1738074600,62.77,64.04,60.2,62.65
1738161000,62.37,64.35,56.57,60.49
1738247400,67.46,68.19,65.52,66.12
1738333800,66.36,68.82,57.95,60.34
1738593000,41.04,52.93,41.04,49.04
1738679400,50.15,58.57,50.15,58.38
1738765800,60.86,63.43,58.86,63.43
1738852200,64.73,64.73,59.01,61.23
1738938600,60.3,60.3,52.12,52.95
1739197800,52.15,54.46,51.46,52.23
1739284200,48.16,51.66,48.16,50.5
1739370600,41.96,46.1,41.42,43.69
1739457000,45.55,51.41,45.29,51.36
1739543400,53.58,55.48,49.57,50.25
1739889000,51.12,54.85,51.12,53.37
1739975400,48.56,51.02,48.46,50.34
1740061800,48.95,48.95,42.07,44.77
1740148200,46.19,46.19,33.62,33.69
1740407400,31.78,34.56,30.56,30.56
1740493800,32.83,33.14,28.91,30.82
1740580200,32.56,35.87,29.95,31.48
1740666600,31.74,33.06,27.41,27.41
1740753000,27.49,32.62,25.87,32.62
1741012200,35.63,35.63,23.93,24.54
1741098600,20.22,23.37,18.44,20.27
1741185000,22.69,25.98,22.51,25.61
1741271400,23.16,25.52,21.29,23.59
1741357800,24.35,29.64,22.39,28.48
1741613400,26.67,27.12,20.02,21.46
1741699800,22.19,22.19,16.91,19.91
1741786200,18.85,20.94,16.53,19.32
1741872600,21.3,21.3,16.38,16.94
1741959000,22.35,26.32,21.99,26.18
1742218200,30.67,36.37,30.52,35.26
1742304600,33.3,33.97,31.7,33.21
1742391000,37.23,45.45,36.19,42.43
1742477400,39.97,47.26,39.97,40.9
1742563800,33.8,38.63,33.8,37.61
1742823000,52.33,55.19,50.01,55.12
1742909400,58.69,58.69,50.6,50.83
1742995800,56.98,56.98,46.25,48.39
1743082200,44.76,52.28,44.76,48.91
1743168600,48.96,48.96,31.61,34.14
1743427800,26.96,36.56,26.96,33.96
1743514200,29.26,39.39,28.35,36.46
1743600600,34.51,46.86,34.51,46.41
1743687000,23.17,23.17,18.93,19.2
1743773400,10.8,10.99,6.33,7.06
1744032600,2.79,5.86,2.79,4.91
1744119000,8.8,8.93,3.62,3.78
1744205400,4.35,18.7,4.04,17.89
1744291800,11.16,12.01,7.27,10.83
1744378200,10.82,17.7,10.38,17.58
1744637400,22.01,25.09,18.72,23.5
1744723800,25.76,27.92,23.31,24.27
1744810200,23.89,26.36,19.52,22.28
1744896600,25.11,30.47,24.05,28.32
1745242200,25.04,25.28,19.18,22.5
1745328600,30.92,40.19,30.53,39.53
1745415000,68.84,68.84,50.35,52.23
1745501400,56.78,69.96,56.78,69.79
1745587800,67.47,71.34,65.74,71.29
1745847000,77.41,77.41,69.39,75.83
1745933400,77.14,81.21,75.16,79.74
1746019800,69.91,78.19,69.91,77.85
1746106200,80.44,82.64,78.01,78.91
1746192600,84.8,86.26,83.65,85.68
1746451800,83.13,83.43,80.16,80.19
1746538200,76.89,77.49,72.84,73.37
1746624600,72.36,73.25,68.48,70.32
1746711000,72.15,77.5,71.12,75.09
1746797400,75.46,75.46,72.26,72.73
1747056600,80.27,80.53,77.49,78.52
1747143000,78.2,78.2,76.82,76.82
1747229400,75.55,75.55,71.97,71.97
1747315800,71.5,75.01,71.22,74.95
1747402200,75.72,77.97,75.55,77.27
1747661400,73.34,76.33,72.66,76.33
1747747800,75.12,77.37,75.12,75.69
1747834200,70.28,70.28,56.64,56.68
1747920600,50.76,57.22,50.31,53.42
1748007000,43.56,49.95,43.56,48.24
1748352600,55.69,64.52,54.3,64.4
1748439000,63.26,63.26,53.8,53.84
1748525400,56.78,57.98,51.14,57.98
1748611800,49.61,54.58,46.6,52.24
1748871000,42.52,50.08,42.52,50.06
1748957400,48.7,61.19,46.94,59.34
1749043800,60.4,60.4,54.75,54.78
1749130200,53.46,57.01,50.25,52.05
1749216600,62.51,62.59,58.78,62.18
1749475800,64.78,69.31,63.03,64.35
1749562200,68.25,70.78,68.12,69.68
1749648600,72.13,72.7,65.36,65.8
1749735000,59.82,64.51,59.82,63.67
1749821400,54.14,54.14,43.72,44.12
1750080600,53.4,57.91,52.68,53.46
1750167000,48.75,50.7,42.82,42.84
1750253400,45.58,51.58,45.58,46.83
1750426200,51.56,51.56,42.94,44.3
1750685400,42.79,53.57,38.54,53.57
1750771800,56.91,63.41,56.91,61.87
1750858200,57.8,57.8,52.93,52.93
1750944600,55.54,62.3,55.54,62.28
1751031000,61.9,66.53,57.4,61.58
1751290200,61.79,63.98,60.68,63.02
1751376600,60.34,73.59,60.34,68.76
1751463000,67.37,73.22,67.37,73.16
1751549400,75.23,76.71,75.23,76.66
1751895000,72.97,75.31,66.29,68.46
1751981400,69.77,73.15,69.77,71.79
1752067800,73.56,74.07,71.68,74.07
1752154200,73.52,76.78,72.78,75.09
1752240600,70.95,71.12,68.05,68.1
1752499800,67.68,69.44,67.27,68.45
1752586200,66.3,66.3,53.46,53.46
1752672600,57.58,59.42,49.83,58.38
1752759000,60.24,64.25,60.24,62.73
1752845400,64.71,64.71,57.3,57.84
1753104600,61.03,62.79,55.7,55.77
1753191000,57.72,66.22,57.72,63.96
1753277400,68.15,71.59,66.64,71.58
1753363800,66.91,67.26,60.89,60.92
1753450200,60,60.91,58.6,60.56
1753709400,60.16,60.16,54.72,55.11
1753795800,55.22,55.22,46.64,47.68
1753882200,48.35,48.65,36.13,38.44
1753968600,38.26,38.62,32.23,32.76
1754055000,26.02,26.53,23.45,25.02
1754314200,28.83,35,28.83,35
1754400600,37.09,38.61,33.74,37.73
1754487000,38.81,39.03,37.42,38.16
1754573400,44.62,44.62,36.73,37.92
1754659800,40.89,41.84,39.39,39.5
1754919000,42.74,42.74,38.55,39.42
1755005400,42.99,53.17,42.99,53.16
1755091800,56.68,62.16,56.68,62.15
1755178200,57.22,57.29,53.16,56.78
1755264600,57.97,57.97,52.1,52.17
1755523800,52.6,55.38,52.6,55.13
1755610200,57.41,59.71,53.19,53.6
1755696600,56.85,56.85,52.11,54.55
1755783000,52.14,57.22,52.14,56.17
1755869400,63.84,74.85,63.84,74.76
1756128600,73.59,73.7,69.62,69.67
1756215000,71.05,73.21,70.77,71.78
1756301400,72.98,74.77,72.98,74.06
1756387800,74.89,74.89,71.6,72.96
1756474200,72.81,73.56,69.71,71
1756819800,60.83,63.78,58.31,62.54
1756906200,62.65,62.65,56.95,59.92
1756992600,57.69,64.63,57.67,64.62
1757079000,71.23,71.23,61.7,65.4
1757338200,62.28,64,59.39,63.94
1757424600,60.7,60.7,56.58,57.52
1757511000,57.99,59.04,51.17,53.65
1757597400,56.89,68.03,56.89,68.01
1757683800,65.09,65.09,57.36,57.37
1757943000,57.33,59.11,54.42,55.46
1758029400,53.99,53.99,50.32,52.8
1758115800,56.17,63.82,51.41,51.5
1758202200,55.43,63.62,55.43,62.69
1758288600,60.03,60.03,52.85,53.31
1758547800,48.9,55.88,48.9,54.56
1758634200,58.39,61.74,51.61,51.62
1758720600,53.9,54.87,48.84,49.66
1758807000,43.87,44.92,41.13,42.89
1758893400,46.75,49.24,45.05,49.23
1759152600,48.85,48.85,45.85,47.06
1759239000,46.66,46.66,41.18,46.62
1759325400,45.09,47.76,44.76,46.86
1759411800,48.07,49.05,44.02,47.84
1759498200,52.64,56.27,51.16,51.75
1759757400,54.54,55.23,50.8,51.29
1759843800,52.76,52.76,44.8,45.47
1759930200,46.1,50.09,46.1,49.53
1760016600,49.48,49.48,43.01,43.26
1760103000,45.24,45.24,27.51,27.51
1760362200,32.81,35.54,32.22,35.04
1760448600,30.1,45.29,30.1,42.7
1760535000,49.33,52.79,41.47,44.8
1760621400,47.35,47.35,35.98,37.11
1760707800,37.68,37.68,32.37,36
1760967000,44.03,47.69,43.37,47.62
1761053400,46.75,51.78,44.95,49.06
1761139800,49.3,49.3,39.71,44.21
1761226200,48.61,52.26,47.47,50.47
1761312600,59.22,59.95,56.15,56.15
1761571800,61.71,61.71,56.21,56.4
1761658200,53.84,55.34,50.6,50.64
1761744600,47.42,49.78,36.82,39.93
1761831000,38.1,41.86,35.97,36.08
1761917400,36.84,40.5,35.57,39.48
1762180200,36.96,38.88,33.62,38.86
1762266600,30.75,35.89,30.75,32.48
1762353000,34.68,41.79,34.68,39.92
1762439400,42.2,42.2,34.66,34.66
1762525800,34.01,38.65,31.17,38.64
1762785000,44.14,44.68,39.56,43.27
1762871400,45.38,49.03,45.13,48.68
1762957800,52.45,53.26,49.56,49.59
1763044200,48.48,49.16,41.51,41.75
1763130600,35.83,41.46,35.83,40.09
1763389800,39.62,39.62,29.48,29.53
1763476200,29.66,32.88,29.66,31.52
1763562600,31.53,33.12,28.81,30.24
1763649000,39.86,39.86,25.31,25.34
1763735400,29.92,44.54,29.92,41.72
1763994600,39.59,45.36,39.59,44.2
1764081000,51.3,58.79,51.3,58.79
1764167400,62.17,66.49,62.17,63.64
1764340200,66.36,68.88,66.36,68.5
1764599400,67.2,67.2,62.72,62.75
1764685800,63.69,63.69,60.96,60.96
1764772200,65.64,69.76,65.26,69.75
1764858600,71.36,72.69,70.37,70.84
1764945000,70.78,73.61,67.99,68.1
1765204200,67.48,67.73,64.12,64.12
1765290600,66.98,68.68,65.32,65.32
1765377000,65.67,73.58,65.67,71
1765463400,72.45,74.68,72.45,73.62
1765549800,70.92,72.11,69.3,69.55
1765809000,68.57,68.57,64.99,65.11
1765895400,61.6,61.79,59.24,60.65
1765981800,62.4,63.55,55.95,55.96
1766068200,60.1,60.65,56.77,56.81
1766154600,56.8,58.96,55.93,55.99
1766413800,59.06,61.61,58.17,58.53
1766500200,53.58,55.01,52.67,53.39
1766586600,52.34,56.44,52.34,56.25
1766759400,54.06,54.06,51.25,53.96
1767018600,52.62,52.62,47.94,49.49
1767105000,48.13,48.38,45.17,45.21
1767191400,42.36,42.36,35.84,36.07
1767364200,36.72,42.73,35.03,41.36
1767623400,46.68,56.25,46.68,52.49
1767709800,52.95,59.49,52.95,59.21
1767796200,60.21,60.21,53.7,54.6
1767882600,56.53,64.82,56.53,63.69
1767969000,62.13,67.16,62.13,63.49
1768228200,62.23,64.11,60.85,64.1
1768314600,63.35,63.54,61.4,62.47
1768401000,62.15,65.72,62.15,65.72
1768487400,67.97,71.56,67.97,69.94
1768573800,67.7,69,66.42,66.42
1768919400,58.18,61.89,55.9,56.31
1769005800,63.99,66.12,60.69,65.79
1769092200,70.98,72.23,69.16,69.17
1769178600,66.32,66.32,62.02,62.65
1769437800,63.34,63.34,59.16,61.15
1769524200,58.82,59.44,56.81,59.11
1769610600,56.04,56.04,50.42,50.79
1769697000,49.76,53.3,46.5,53.29
1769783400,44.92,47.65,42.78,46.85
1770042600,47.02,52.99,47.02,51.31
1770129000,52.24,52.24,46.9,51.14
1770215400,52.27,53.2,47.49,50.95
1770301800,47.78,47.78,43.33,43.9
1770388200,49.89,53.94,49.61,53.26
1770647400,51.2,55.11,51.2,54.39
1770733800,55.68,59.06,55.68,56.31
1770820200,55.13,55.13,51.41,53.47
1770906600,55.47,55.47,43.05,45.52
1770993000,46.29,51.93,46.29,48.78
1771338600,45.74,50.9,45.02,49.12
1771425000,52.76,55.05,49.51,50.72
1771511400,48.73,51.25,47.13,51.16
1771597800,54.22,54.86,49.29,54.08
1771857000,53.45,53.45,40.54,42.9
1771943400,46.73,48.25,45.8,47.44
1772029800,47.9,50.96,45.75,50.94
1772116200,53.27,55.37,48.95,54.65
1772202600,49.06,49.06,46.5,48.06
1772461800,42.47,50.2,42.47,49.43
1772548200,37.68,42.71,31.21,40.26
1772634600,43.39,47.56,43.39,45.84
1772721000,43.37,43.37,35.16,38.63
1772807400,31.26,32.64,29.91,32.23
1773063000,25.64,35.35,25.64,34.6
1773149400,32.89,39.7,32.89,33.24
1773235800,31.9,33.05,29.57,32.19
1773322200,29.1,29.1,25.82,25.87
1773408600,28.28,28.28,23.28,24.02
1773667800,28.02,29.56,27.11,27.13
1773754200,33.68,33.78,29.74,29.78
1773840600,25.82,27.52,23.24,23.24
1773927000,21.78,26.97,21.27,25.22
1774013400,22.4,22.4,17.03,18.27
1774272600,23.81,34.15,23.81,27.81
1774359000,23.98,32.82,23.98,29.6
1774445400,40.47,40.47,34.68,36.26
1774531800,39.6,39.76,32.72,33.21
1774618200,29.35,30.24,24.22,24.76
1774877400,29.23,31.22,25.09,26.52
1774963800,38.25,43.63,33.21,43.2
1775050200,38.25,51.01,33.21,50.96
1775136600,41.48,56.22,41.48,56.1
1775482200,58.51,61.76,57.7,60.7
1775568600,54.64,59.41,54.64,59.25
1775655000,76,76.45,71.79,72.72
1775741400,72.79,73.11,69.54,71.63
1775827800,72.25,72.25,67.55,68.15
1776087000,66.83,74.47,66.83,74.45
1776173400,79.72,79.72,76.47,77.92
1776259800,79.73,80.28,79.06,80.08
1776346200,81.04,81.26,79.47,80.43
1776432600,83.38,84.66,83.27,83.49
1776691800,83.32,83.32,82.12,82.19
1776778200,82.73,83.14,75.1,75.39
1776864600,77.82,78.23,74.23,75.14
1776951000,71.67,72.29,65.87,68.66
1777037400,65.87,68.19,65.53,67.63
1777296600,71.12,71.12,65.86,65.88
1777383000,66.91,66.91,62.22,62.71
1777469400,58.03,58.03,48.06,49.87
1777555800,50.62,60.56,50.62,60
1777642200,59.73,61.49,57.97,60.31
1777901400,56.65,59.52,50.33,51.16
1777987800,55.02,57.8,54.22,55.81
1778074200,59.96,62.57,59.96,61.29
