time,open,high,low,close,EMA,EMA
1722864600,44.81,49.63,44.81,47.91,59.00529447989203,60.024042612046415
1722951000,49.29,52.29,48.88,50.09,58.655675088523715,58.217853046219794
1723037400,52.24,52.45,48.1,48.1,58.24172704583651,56.37824340145256
1723123800,51.14,53,51.14,53,58.036169122470376,55.764017328461186
1723210200,52.27,52.27,51.15,52.08,57.802593862765654,55.094195996013696
1723469400,51.98,51.98,50.39,50.41,57.51268822108857,54.24252399673848
1723555800,51.69,53.81,51.22,53.63,57.36042593790862,54.13115599733148
1723642200,54.14,54.14,52.65,53.45,57.207075901127894,54.00730945236212
1723728600,57.34,57.83,56.56,56.98,57.19817096382876,54.547798642841734
1723815000,57.29,57.66,56.93,57.41,57.206477984855084,55.06819888959778
1724074200,58.56,59.13,58.28,59.13,57.28191022074312,55.80670818239818
1724160600,58.68,58.68,57.01,57.34,57.28418825130221,56.085488512871244
1724247000,58.28,59.41,58.05,59.29,57.36284753556487,56.668126965076475
1724333400,59.88,59.88,57.52,57.54,57.369794691032915,56.82664933506257
1724419800,59.21,61.81,59.21,61.78,57.54274391883555,57.72725854686937
1724679000,62.6,63.08,62.13,62.15,57.72342062790082,58.531393356529485
1724765400,61.45,61.55,60.68,61.15,57.85779628955177,59.007503655342305
1724851800,60.75,60.79,59.2,59.83,57.93513761153013,59.15704844528007
1724938200,60.77,62.24,60.77,60.98,58.05454397970542,59.488494182501874
1725024600,61.93,61.93,60.23,61.69,58.19711088246207,59.888767967501536
1725370200,59.41,59.41,56.61,56.77,58.1411457498165,59.32171924613762
1725456600,56.49,58.24,56.4,56.7,58.08463023021586,58.84504301956714
1725543000,56.26,56.76,55.39,55.92,57.99974277020739,58.31321701600948
1725629400,54.26,54.26,52.15,52.39,57.77975285765024,57.23626846764412
1725888600,53.52,54.84,53.05,53.33,57.605252745585524,56.52603783716337
1725975000,52.68,52.81,51.09,52.77,57.41563499085668,55.84312186677003
1726061400,51.8,53.22,49.7,53.17,57.249139501019165,55.35709970917548
1726147800,53.87,54.67,52.67,54.66,57.147604618626254,55.23035430750721
1726234200,56.99,57.99,56.99,57.86,57.175541692405616,55.70847170614226
1726493400,58.81,58.81,57.58,58.32,57.220422410350494,56.18329503229821
1726579800,59.81,60.5,59.19,59.35,57.30393525700342,56.75905957188036
1726666200,60.14,61.74,58.76,58.76,57.361035835160145,57.122866922447564
1726752600,61.31,61.98,61.14,61.52,57.52413246907543,57.922345663820735
1726839000,61.22,61.22,59.59,60.22,57.62985276440581,58.34010099767151
1727098200,60.82,60.82,59.3,59.51,57.70358402854676,58.55280990718578
