time,open,high,low,close,EMA,EMA,EMA
1727443800,61.58,62.56,60.68,61.13,58.02221904291541,58.57754614827735,59.33629982931808
1727703000,60.71,61.63,59.43,60.98,58.13821045299716,58.80635127701284,59.6351544058057
1727789400,59.46,59.46,57.98,58.89,58.167692396016875,58.81431782205923,59.4996717865683
1727875800,59,59.48,58.72,58.95,58.19837112558484,58.82723993424407,59.3997314617377
1727962200,58.11,58.29,57.32,57.65,58.17686637556191,58.71512184526844,59.08159846869448
1728048600,59.86,59.86,58.42,59.67,58.23542063534379,58.80606262190954,59.18858056529548
1728307800,58.74,58.74,57.17,57.95,58.22422766925188,58.72453284839435,58.96338409887812
1728394200,57.44,57.57,56.59,57.21,58.184454035163576,58.58029162473774,58.64458698999119
1728480600,57.31,58.23,56.99,57.4,58.15369113182383,58.46788289857224,58.41829844635643
1728567000,56.3,57.18,56.13,57.18,58.11550716586995,58.34522738442251,58.193153274291625
1728653400,57.92,59.65,57.92,59.65,58.175683355443674,58.46949144304894,58.45803449714769
1728912600,59.24,60.22,59.19,60.22,58.255852635622354,58.63620654371094,58.77839186130266
1728999000,60.51,61.26,59.97,59.98,58.32346625775481,58.764186872881325,58.99686606833854
1729085400,61.23,62.07,61.1,61.51,58.448428365293836,59.02569288498786,59.45379951045881
1729171800,61.55,61.55,60.98,61.42,58.56496058626271,59.253722134036636,59.81129050855721
1729258200,61.6,73.06,61.42,61.56,58.68241311229162,59.473367645080764,60.129237688819536
1729517400,61.37,61.37,59.43,59.47,58.71329887259391,59.473046916977836,60.009376290852344
1729603800,58.95,59.34,58.73,58.99,58.72414989719807,59.42704244869423,59.82403514706101
1729690200,59.4,59.4,56.74,57.75,58.6859479404452,59.26732412024716,59.44693784759537
1729776600,58.37,58.37,57.39,57.9,58.655126452584604,59.13710277546171,59.16567642075985
1729863000,59.09,59.22,57.37,57.49,58.609435219149915,58.98023584446536,58.8610079806217
1730122200,58.93,59.61,58.93,59.43,58.64161423016365,59.02307052594485,58.96446107505412
1730208600,58.18,58.55,58.17,58.54,58.63762935839252,58.9770638091882,58.88728633413519
1730295000,58.47,59.77,58.34,58.34,58.62595761884772,58.91639106545599,58.78777972792879
1730381400,57.84,57.84,55.64,55.64,58.50886124163801,58.60435382112685,58.21545614103265
1730467800,57.27,57.27,55.29,55.93,58.40772942824044,58.34965345721001,57.799918660844895
1730730600,55.58,57.54,55.58,55.81,58.3058576859565,58.10778169938049,57.43811526796401
1730817000,56.68,58.71,56.68,58.6,58.317392678664085,58.15465963277283,57.6493670374251
1730903400,64.01,64.14,61.98,64.14,58.54573022067726,58.724692048699225,58.82948212152963
1730989800,64.89,64.89,63.6,63.7,58.74785844731736,59.19853090120406,59.71503082670606
1731076200,63.4,63.77,63.08,63.35,58.92833458663825,59.593908910613195,60.375934312759505
1731335400,64.29,64.35,63.56,63.91,59.12369401461322,60.00496520484051,61.01849171043959
1731421800,63.62,63.62,61.75,61.83,59.229823661098976,60.17877804247475,61.16603867217785
1731508200,62.41,62.53,60.64,60.64,59.285124693997055,60.22270394319144,61.07039527723642
1731594600,60.88,60.88,58.84,58.84,59.26766882364423,60.09101785336369,60.66486886319343
1731681000,59.02,59.02,56.78,56.82,59.1716818109523,59.77949234351953,59.965801797158264
1731940200,57.29,57.87,56.94,57.24,59.095929583071815,59.537635929851,59.470201470402216
1732026600,56.72,57.38,56.46,57.38,59.02863822687292,59.33214679367472,59.09016483942
1732113000,56.69,57.55,56.69,57.55,58.97065241405438,59.162418527610455,58.81013486861636
1732199400,58.19,59.51,58.19,59.49,58.99101898605225,59.19361676307613,58.933746710686115
1732285800,60.65,61.57,60.55,61.28,59.08078294738353,59.39231992849745,59.3603382178341
1732545000,63.31,63.99,62.7,63.06,59.23683067493712,59.74162279245007,60.03300399640972
1732631400,62.19,62.19,62.19,62.19,59.35264123670429,59.97480157412149,60.425185087971585
1732717800,69.43,69.43,62.85,63.01,59.49606707055902,60.263868090871824,60.895151435613116
1732890600,63.99,64.04,63.55,63.57,59.655829146223375,60.57873779650308,61.38148753822891
1733149800,63.13,64.05,62.87,63.89,59.82187506205775,60.89409610159802,61.83758071309638
1733236200,63.64,63.84,63.23,63.4,59.96219368707509,61.132753615731545,62.121656947078854
1733322600,63.24,63.44,62.7,63.23,60.09034295424862,61.332491366614256,62.32317386579179
